full_text,translated,klasifikasi,prediksi,sentiment
aku suka lumayan banyak jenis makanan aku coba aku ga mau ibuku mulai aku umur tahun nyoba masukin beberapa sayur dalam makanan aku and it went fine thought i dont want to eat if the vegetables are not mixed,"I like quite a lot of types of food I try I don't want my mother to start, I try to put in some vegetables in my food and it went fine thinking I dont want to eat if the vegetables are not mixed",Positif,Positif,TextBlob analysis used
mending suruh diem dulu semua fokus ruu tni ga usah nyempil barisan memang berjuang sipil rakyat bukan kepentingan oranganisasi pribadi,"It's better to tell you to stay quiet first, all the focus of the TNI Bill does not need to storm the ranks of the people's civil struggle not the interests of private individualization",Positif,Positif,TextBlob analysis used
memang disetting biar rakyat fokus ruu tni,indeed set so that the people focus on the TNI Bill,Netral,Netral,TextBlob analysis used
ternyata lebih susah buka ruu tni buka hatinya,It turned out that it was more difficult to open the TNI Bill to open his heart,Netral,Netral,TextBlob analysis used
kalo ngeberitain soal demo ruu tni bagian ricuh nya doang disisi ada acara meet nite live kritis sangat sangat membagongkan,"If you tell about the Demo of the TNI Bill in the chaos, only on the side there is a critical Live Nite Meet event, very very much of a very much imposition",Positif,Positif,TextBlob analysis used
publik bagian mana nih kalau bukan didikan orang tua ku amat sangat baik sekali rasanya memaki ruu tni kata kata ragunan,"Which part of the public is that if it's not the upbringing of my parents, it is very very good",Positif,Positif,TextBlob analysis used
halo kak kebetulan sekali aku tergolong picky eater beberapa jenis makanan dulu aku kecil aku cukup diberi sensory play aku terjadi dikarenakan lingkungan bebas memilih aku makan apa jadinya sering kali aku memilih makanan,"Hello sis, I am very incidentally I am classified as a picky eater some of the first types of food I was small I was given enough sensory play I occur because the environment is free to choose me what it happens often I choose food",Positif,Positif,TextBlob analysis used
aku ga gombal aku bisanya cuman mikirin kamu,I'm not crazy I usually just think about you,Positif,Positif,TextBlob analysis used
mendukung ruu tni kata orang gajian per pesanan masih numpang makan mertua,"Supports the TNI Bill, said the payday per order, still eating in -laws",Netral,Netral,TextBlob analysis used
njiir parah rakyat dicekokin dl bantuan buat ttd ruu tnibtw siapa tuh donasi nya,Njiir is severe the people are fed in assistance for the TND TNIBTW Bill who is the donation,Netral,Netral,TextBlob analysis used
maafin semua orang dpr ikut ngesahin ruu dwifungsi tni,Forgive everyone of the DPR joined the TNI Dwifunction Bill,Netral,Netral,TextBlob analysis used
wah udah mulai banyak nih manipulasi gini jakbar tadi pembagian sembako rakyat ttd banner dukungan ruu tni kacau ni negara,"wow, there have been a lot of manipulation of this West Jakarta.",Positif,Positif,TextBlob analysis used
ada inisiator dibalik aksi mengajak rakyat berpengetahuan sejarah minim terealisasi ttd mendukung ruu tni kawal menang naikkan ht nya kawan ini ht dariop,"There is an initiator behind the action inviting the people to be knowledgeable for the history of minimal realized TTD to support the TNI Bill to win, raise HT, this friend HT DARIOP",Positif,Positif,TextBlob analysis used
dukung ruu tni buzzer semua template semua jir,Support the TNI Buzzer Bill All Templates All Jir,Netral,Netral,TextBlob analysis used
harusnya ajak buzzeryang membela ruu tni menyerang netizen tidak setuju ruu tni,should invite buzzer who defended the TNI Bill to attack netizens disagree,Netral,Netral,TextBlob analysis used
bahasa mole ttg ruu tni meta jungler tank otw balek,Mole Language Ttg Tni Meta Jungler Tank Bill Otw Balek,Netral,Netral,TextBlob analysis used
ketololan dukung ruu tni sambil bansos haram,Ketololan Supports the TNI Bill while Social Association of Haram,Positif,Positif,TextBlob analysis used
ruu tni u padaa demo yang lu demo minta ruu perampasan aset koruptor di sah kan g mutu demo lu tolol,tni tni u is a demonstration that you want to ask for a song of corruption assets of corruption,Netral,Netral,TextBlob analysis used
ga terima minal aidin voters pro ruu tni akgae sasaeng suka fanwar mending lu diem,"I don't accept Minal Aidin Voters Pro TNI Akgae Sasaeng Bill likes Fanwar, you are better",Positif,Positif,TextBlob analysis used
oiya tambahan voter dulu pemilu promosiin genap trs skarenag sg nya ngepost tolak ruu tni unfoll genap taunya sec acc sm tiktok wkwkk si n sampai gondok karenaa dikirim vt genap trs sm cf gw tau lore,Oiya additional voters first the election of promotion even then SKarenag SG posting the TNI Unfoll Bill even knows the SecC sm tiktok wkwkk the n until goiter because it was sent even vt.,Positif,Positif,TextBlob analysis used
mau tanya ruu tni baru banyak positifnya negatifnya,"want to ask the new TNI Bill, there are many positive positives",Positif,Positif,TextBlob analysis used
template semua ajg tweet nya pake hashtag dukung ruu tni najis,Templates all have a tweet using the hashtag supporting the TNI Najis Bill,Positif,Positif,TextBlob analysis used
tindakan heroik wisudawan seharusnya menginspirasi masyarakat ikut bersuara saat indonesia sedang baikbaik diperparah dengan disahkannya uu tni digarapnya ruu kejaksaan berpotensi kembalinya dwifungsi tni masa rezim,The heroic actions of the graduates should inspire the community to make a sound when Indonesia is well exacerbated by the ratification of the TNI Law.,Positif,Positif,TextBlob analysis used
aku suka banget sama program pemerintah aku sangat mendukung efisiensi anggaran aku sangat mendukung ruu tni,I really like the government program I strongly support the efficiency of the budget I strongly support the TNI Bill,Positif,Positif,TextBlob analysis used
kalo sebelahnya banner menolak ruu tni dikasih sembako pasti antri ke sebelah,"if next to the banner rejects the TNI Bill given a grocery, it will be queued next",Netral,Netral,TextBlob analysis used
udahan yuk guys fokus ke ruu tni nya,let's focus on his TNI Bill,Netral,Netral,TextBlob analysis used
bansos rakyat mendukung ruu tni rakyat dibius terus lalu kapan rakyat pinter,The People's Social Assistance Supports the TNI People's Bill to continue to be anesthetized then when the people are smart,Positif,Positif,TextBlob analysis used
tak jelasin wa kocag,unclear wa kocag,Netral,Netral,TextBlob analysis used
gua kira sukarela ikhlas buat setujui atau mereka punya pengetahuan lebih terbuka soal ruu tni wawasan luas eh taunya nenteng sembako tau aja rakyatnya gampang begoin,I think the voluntary voluntary voluntary to agree or they have more open knowledge of the bill of visionary vision eH,Positif,Positif,TextBlob analysis used
lucu,funny,Positif,Positif,TextBlob analysis used
bacottt lahh bengong gabisa jawab dibayar yang setuju ruu tni kek lu buzzer dongo,"Bacottt lahh dazed, I can't answer to be paid, who agreed to the TNI Kek Lu Buzzer Dongo Bill",Negatif,Negatif,TextBlob analysis used
kasian ga sih kak lihatnya mungkin banyak warga disitu belum tau dampak ruu tni jadinya lbh memilih sembako selagi yang gratis disitu cuman diminta ttd aja,"sorry, sis, sis, maybe a lot of residents there do not know the impact of the TNI Bill so it is more like choosing groceries while the free there is only asked for TTD",Positif,Positif,TextBlob analysis used
kalah,lost,Netral,Netral,TextBlob analysis used
berharihari buzzer rezim menuduh mahasiswa demo tolak ruu tni adalah mahasewa hari mereka sadar memperlihatkan kelompok mendukung uu tni lah massa bayaran bayarnya pake sembako sdh penipu beleng,For days the buzzer regime accused students of the Demo of the TNI Bill of the TNI Bill to be a Mahasewa Day they realized showing the group of supporting the TNI Law was the mass of payment of paying using groceries.,Positif,Positif,TextBlob analysis used
garagara ruu tni diubah disahkan sekarang anggota tni ikut songong polisikita semua punya peran tugas masingmasing jangan nafsu berkuasa merusak akal,"Garagara TNI Bill was changed to be passed now that members of the TNI joined Songong Polisikita all have the role of their respective duties, do not have the lust of ruling to damage the mind",Netral,Netral,TextBlob analysis used
televisi berita info arus mudik tiktok trend velocity buka puasa bersama instagram saling kirim hampers twitterx ruu tni,Television News Info on Tiktok Trend Velocity Trend Flows Flow with Instagram Sending Mutual Twitterx Tni Bill Hampers,Netral,Netral,TextBlob analysis used
gorengan nih,fried food,Netral,Netral,TextBlob analysis used
mendistraksi bbm oplosan daya beli menurun gratifikasi skandal bumn pengesahan uu tni wacana ruu polri impunitas kejaksaan korupsi,Distributing BBM Oplosan of Purchasing Power Decreased Gretification of BUMN Scandal Ratification,Negatif,Negatif,TextBlob analysis used
kalau demonya sepaket pengesahan ruu perampasan aset penolakan double job tni mau ikut kalau ga berarti lu munafik buzzer tni lu,If the demo is a package of ratification of the Double Double Job Rejection of the TNI will want to participate if it does not mean that you are a hypocrite,Positif,Positif,TextBlob analysis used
dikira ls ranked soalnya main cl serius padahal gue main lele semisemi ngantuk dapet legendary,It is considered to be ranked about the main clay of CL when he plays a lot of sleep and sleepy legendary,Positif,Positif,TextBlob analysis used
arti sebaliknya hakikatnya mrk jg tdk mendukung ruu tni tentu jg mrk paham arti tanda tangan bisa jd ttd dianggap tanda trm bingkisan mereka trm logika lebih mudah mrk tangkap logika blt sejenis nya lebih mudah dicerna amp perlu orasi,"the meaning of the opposite is essentially they also do not support the TNI Bill, of course they also understand the meaning of signatures can be considered signs that their gifts are more easily captured logic, the logic is more easily digested.",Positif,Positif,TextBlob analysis used
wkwk,wkwk,Netral,Netral,TextBlob analysis used
gue post ss ke ig story dibales temen pro ruu tni kek gini,Gue post SS to IG Story Dirales Temen Pro Ruu Tni KeNi Gini,Netral,Netral,TextBlob analysis used
nih dikasih duit iming imingnya cuma tanda tangan aja kok dapet duit masyarakatnya kalo ditanya gimana sistem ruu tni mana paham,"here is given money the lure is just a signature, why can the community money if asked how the TNI Bill system is understood",Netral,Netral,TextBlob analysis used
bayangin kalau elu menolak ruu tni terus pas naik kereta ternyata sebelah lu orang tni,Imagine that you refused the TNI Bill and continued when taking the train turned out to be next to you,Netral,Netral,TextBlob analysis used
semua institusi memikirkan golongan nya ruu tni ruu kejaksaan ruu polri meninggi kan barrier institusi agar tak diintervensi pihak inilah kesibukan membangun negara negara,"All institutions think about the group of the TNI Bill, the Prosecutor's Office, the National Police Bill, rose to the institution's barrier so that it is not intervened",Positif,Positif,TextBlob analysis used
hidup jokowi ndasmuruu tni kebut semalamdia sendiri memancing lu jd presiden berdiri dikaki lu sendiri jangan bergantung orang presiden macam apa cuma ngebacot podium podium makan tuh asing si thaksin jd pengurus hahahah,"Life Jokowi Ndasmuruu TNI Needs Last Night himself provoked Lu so the president stands on your own fetter, don't depend on what kind of president, what kind of podium podium eating is a foreign podium, the hahahah management",Positif,Positif,TextBlob analysis used
serius nanya isi ruu tni gimana sih makalauum tidak ngerti sekiranya yang koment memberi penjelasan benar masuk otak,Seriously ask the contents of the TNI Bill how the heck is not to understand if the comments give a true explanation into the brain,Positif,Positif,TextBlob analysis used
gua temen pinter banget sedih ruu tni karena lebih pengen undng undang ngejamin kesejahteran dia juga ga setuju ama cara represif,"I am very clever friends, sad to the TNI Bill because I want to invite to guarantee his welfare, he also does not agree with the repressive way",Negatif,Negatif,TextBlob analysis used
gembokan dulu lah memek capek gw,Flowing first pussy tired,Negatif,Negatif,TextBlob analysis used
warga dukung ruu tni sambil bagibagi bansos wkwk kalauasik banget emang mainnya diktator sengaja banget masyarakat dipelihara jadi miskin bodoh,Residents Support the TNI Bill while for Bagbag Bansos wkwk if it is really the dictator is very deliberately nurtured by the poor to be poor stupid,Negatif,Negatif,TextBlob analysis used
