full_text,username,created_at,tokenized,stemmed,translated,klasifikasi,skor_polaritas
anak kecil aja dieksploitasi jadi bahan politik buat dukung ruu tni giliran rakyat miskin aja dieksploitasi lewat sembako mendukung penguasa parjo najis bener mainnya,opungilman,Sun Mar 30 09:02:08 +0000 2025,"['anak', 'kecil', 'aja', 'dieksploitasi', 'jadi', 'bahan', 'politik', 'buat', 'dukung', 'ruu', 'tni', 'giliran', 'rakyat', 'miskin', 'aja', 'dieksploitasi', 'lewat', 'sembako', 'mendukung', 'penguasa', 'parjo', 'najis', 'bener', 'mainnya']",anak kecil aja eksploitasi jadi bahan politik buat dukung ruu tni gilir rakyat miskin aja eksploitasi lewat sembako dukung kuasa parjo najis bener main,Young children are exploited so political materials to support the TNI Bill turn to the poor people are exploited through food supporting the Parjo rulers of unclean,Negatif,-0.012500000000000011
tni pahlawan sejati bangsa dan ruu tni bentuk penghargaan mereka selalu melindungi tanah air,arroyanzdi,Sun Mar 30 09:01:49 +0000 2025,"['tni', 'pahlawan', 'sejati', 'bangsa', 'dan', 'ruu', 'tni', 'bentuk', 'penghargaan', 'mereka', 'selalu', 'melindungi', 'tanah', 'air']",tni pahlawan sejati bangsa dan ruu tni bentuk harga mereka selalu lindung tanah air,TNI TRUE PERHLAH NATION AND TNI BACU Forms of appreciation they always protect the homeland,Positif,0.35
ruu tni komitmen dalam menjaga keutuhan nkri tni terus menjalankan tugas mulia,risasaput,Sun Mar 30 09:01:37 +0000 2025,"['ruu', 'tni', 'komitmen', 'dalam', 'menjaga', 'keutuhan', 'nkri', 'tni', 'terus', 'menjalankan', 'tugas', 'mulia']",ruu tni komitmen dalam jaga utuh nkri tni terus jalan tugas mulia,TNI Bill Commitment in maintaining the integrity of the Republic of Indonesia TNI continues to carry out noble duties,Positif,0.6
bodoamat ga ngurusin urusan aniani fokus ruu polri uu tni aja jangan lupa kawal kasus pertamina,Xcloudss_,Sun Mar 30 09:01:30 +0000 2025,"['bodoamat', 'ga', 'ngurusin', 'urusan', 'aniani', 'fokus', 'ruu', 'polri', 'uu', 'tni', 'aja', 'jangan', 'lupa', 'kawal', 'kasus', 'pertamina']",bodoamat ga ngurusin urus aniani fokus ruu polri uu tni aja jangan lupa kawal kasus pertamina,"Bodoamat doesn't take care of Aniani's affairs focus on the TNI Law Bill, don't forget to guard Pertamina's cases",Netral,0.0
ruu tni langkah memperkuat peran tni menjaga kedaulatan keamanan negara lebih baik,alviancent,Sun Mar 30 09:01:19 +0000 2025,"['ruu', 'tni', 'langkah', 'memperkuat', 'peran', 'tni', 'menjaga', 'kedaulatan', 'keamanan', 'negara', 'lebih', 'baik']",ruu tni langkah kuat peran tni jaga daulat aman negara lebih baik,TNI Bill Steps to strengthen the role of the TNI to maintain better state security,Positif,0.5
ruu tni upaya memastikan tni terus menjaga keutuhan kedamaian tanah air lebih baik,angelforthesun,Sun Mar 30 09:01:14 +0000 2025,"['ruu', 'tni', 'upaya', 'memastikan', 'tni', 'terus', 'menjaga', 'keutuhan', 'kedamaian', 'tanah', 'air', 'lebih', 'baik']",ruu tni upaya pasti tni terus jaga utuh damai tanah air lebih baik,The TNI Bill Efforts Efforts to Ensure that the TNI continues to maintain the integrity of the peace of the country better,Positif,0.5
ruu tni yakin indonesia terus aman tni selalu menjaga kedamaian stabilitas nasional,piepieseaa,Sun Mar 30 09:01:06 +0000 2025,"['ruu', 'tni', 'yakin', 'indonesia', 'terus', 'aman', 'tni', 'selalu', 'menjaga', 'kedamaian', 'stabilitas', 'nasional']",ruu tni yakin indonesia terus aman tni selalu jaga damai stabilitas nasional,"The TNI Bill believes that Indonesia continues to be safe, the TNI always maintains the peace of national stability",Positif,0.5
ruu tni langkah maju memperkuat indonesia tetap kokoh aman tengah perubahan zaman,ryanpras001,Sun Mar 30 09:00:42 +0000 2025,"['ruu', 'tni', 'langkah', 'maju', 'memperkuat', 'indonesia', 'tetap', 'kokoh', 'aman', 'tengah', 'perubahan', 'zaman']",ruu tni langkah maju kuat indonesia tetap kokoh aman tengah ubah zaman,The TNI Bill step forward to strengthen Indonesia remains sturdy safe in the middle of changing times,Positif,0.25
melalui ruu tni indonesia terus berkembang stabilitas terjamin tni siap menghadapinya,meovcutte,Sun Mar 30 09:00:37 +0000 2025,"['melalui', 'ruu', 'tni', 'indonesia', 'terus', 'berkembang', 'stabilitas', 'terjamin', 'tni', 'siap', 'menghadapinya']",lalu ruu tni indonesia terus kembang stabilitas jamin tni siap hadap,through the Indonesian TNI Bill continues to develop stability guaranteed by the TNI ready to face it,Positif,0.2
ruu tni simbol komitmen untuk menjaga kedamaian keutuhan bangsa indonesia tni garda terdepan,yowpyoriii,Sun Mar 30 09:00:30 +0000 2025,"['ruu', 'tni', 'simbol', 'komitmen', 'untuk', 'menjaga', 'kedamaian', 'keutuhan', 'bangsa', 'indonesia', 'tni', 'garda', 'terdepan']",ruu tni simbol komitmen untuk jaga damai utuh bangsa indonesia tni garda depan,TNI Bill Symbol Commitment to maintain the peace of the integrity of the Indonesian Nation,Netral,0.0
r siapa rahmat rojak ruu tni,Apollouct,Sun Mar 30 08:59:09 +0000 2025,"['r', 'siapa', 'rahmat', 'rojak', 'ruu', 'tni']",r siapa rahmat rojak ruu tni,r Who is Rahmat Rojak TNI Bill,Netral,0.0
anjir udayana,meliuwq,Sun Mar 30 08:56:43 +0000 2025,"['anjir', 'udayana']",anjir udayana,Anjir Udayana,Netral,0.0
tolol anying ruu tni tololll,Gembxy,Sun Mar 30 08:56:29 +0000 2025,"['tolol', 'anying', 'ruu', 'tni', 'tololll']",tolol anying ruu tni tololll,Stupid Anying Tni Tololl Bill,Negatif,-0.7999999999999999
sini bisa lihat sesemakin memperjelas ruu tni bakal jadi masalah berkepanjangan jangan berhenti berjuang yaa,arisrmdn_,Sun Mar 30 08:56:03 +0000 2025,"['sini', 'bisa', 'lihat', 'sesemakin', 'memperjelas', 'ruu', 'tni', 'bakal', 'jadi', 'masalah', 'berkepanjangan', 'jangan', 'berhenti', 'berjuang', 'yaa']",sini bisa lihat makin jelas ruu tni bakal jadi masalah panjang jangan henti juang yaa,"Here you can see that the TNI Bill will clarify it will be a prolonged problem, don't stop fighting",Netral,0.0
tau apa tentang ruu tni,hamba_tuha10901,Sun Mar 30 08:54:04 +0000 2025,"['tau', 'apa', 'tentang', 'ruu', 'tni']",tau apa tentang ruu tni,know what about the TNI Bill,Netral,0.0
jangan lengah tetap waspada rezim gaes uu tni sdh disahkan mash lainya spt ruu polri ruu kejaksaan semua intinya memperluas wewenang,GerBangNKRI,Sun Mar 30 08:53:47 +0000 2025,"['jangan', 'lengah', 'tetap', 'waspada', 'rezim', 'gaes', 'uu', 'tni', 'sdh', 'disahkan', 'mash', 'lainya', 'spt', 'ruu', 'polri', 'ruu', 'kejaksaan', 'semua', 'intinya', 'memperluas', 'wewenang']",jangan lengah tetap waspada rezim gaes uu tni sdh sah mash lai spt ruu polri ruu jaksa semua inti luas wewenang,"Do not be careless to stay alert to the regime of the TNI Law, the TNI Law has been approved by the other Mash such as the Prosecutors' Bill in the Prosecutor's Office.",Negatif,-0.20833333333333334
sunda pemalas,hajimastedokoni,Sun Mar 30 08:53:27 +0000 2025,"['sunda', 'pemalas']",sunda malas,Sundanese lazy,Negatif,-0.25
makanya lu udah tau banyak koalisi sama dpr dpr gajelas begituan kalau udah tau dpr tukang korupsi pake nge sah ruu tni diem diem udah tau salah aja bela,Arc505monkeys,Sun Mar 30 08:52:20 +0000 2025,"['makanya', 'lu', 'udah', 'tau', 'banyak', 'koalisi', 'sama', 'dpr', 'dpr', 'gajelas', 'begituan', 'kalau', 'udah', 'tau', 'dpr', 'tukang', 'korupsi', 'pake', 'nge', 'sah', 'ruu', 'tni', 'diem', 'diem', 'udah', 'tau', 'salah', 'aja', 'bela']",makanya lu udah tau banyak koalisi sama dpr dpr gajelas begitu kalau udah tau dpr tukang korupsi pake nge sah ruu tni diem diem udah tau salah aja bela,That's why you know a lot of coalitions with the Gajelas DPR Gajelas if they have already known the corruption of the corruption and the law is legally,Positif,0.2
ini hasil ruu tni,BangJarwoSopo7,Sun Mar 30 08:50:42 +0000 2025,"['ini', 'hasil', 'ruu', 'tni']",ini hasil ruu tni,This is the result of the TNI Bill,Netral,0.0
aku sependapat masnya kalau masnya di ig bawa alasan udah merasakan akmil sedari lahir i cant relate aku ga pernah merasakan tekanan militer ayahku selalu merasa aman nyaman saat terakhir kali aku ajak diskusi ruu tni,clenoizzzy,Sun Mar 30 08:34:13 +0000 2025,"['aku', 'sependapat', 'masnya', 'kalau', 'masnya', 'di', 'ig', 'bawa', 'alasan', 'udah', 'merasakan', 'akmil', 'sedari', 'lahir', 'i', 'cant', 'relate', 'aku', 'ga', 'pernah', 'merasakan', 'tekanan', 'militer', 'ayahku', 'selalu', 'merasa', 'aman', 'nyaman', 'saat', 'terakhir', 'kali', 'aku', 'ajak', 'diskusi', 'ruu', 'tni']",aku dapat mas kalau mas di ig bawa alas udah rasa akmil dar lahir i cant relate aku ga pernah rasa tekan militer ayah selalu rasa aman nyaman saat akhir kali aku ajak diskusi ruu tni,I agree the mas if the mas is in IG carrying the reason I have felt Akmil from birth I Cant Relate I have never felt my father's military pressure always feels safe when I last invited the discussion of the TNI Bill,Positif,0.13333333333333333
spt ruu tni kmrn padaip tdk mau dibawa baleg spy dariaft prabowo direvisi tdk jadi spt keinginan owo ingin dwi fungsi spt orba padaip ngotot dibahas komisi lah dariaft prabowo direvisi hampir amp akhirnya hny posisi kalau keamanan pertahanan,CarolineSarah5,Sun Mar 30 08:33:24 +0000 2025,"['spt', 'ruu', 'tni', 'kmrn', 'padaip', 'tdk', 'mau', 'dibawa', 'baleg', 'spy', 'dariaft', 'prabowo', 'direvisi', 'tdk', 'jadi', 'spt', 'keinginan', 'owo', 'ingin', 'dwi', 'fungsi', 'spt', 'orba', 'padaip', 'ngotot', 'dibahas', 'komisi', 'lah', 'dariaft', 'prabowo', 'direvisi', 'hampir', 'amp', 'akhirnya', 'hny', 'posisi', 'kalau', 'keamanan', 'pertahanan']",spt ruu tni kmrn padaip tdk mau bawa baleg spy dariaft prabowo revisi tdk jadi spt ingin owo ingin dwi fungsi spt orba padaip ngotot bahas komisi lah dariaft prabowo revisi hampir amp akhir hny posisi kalau aman tahan,like the TNI Bill on the PiP not want to be brought by Baleg Spy from Prabowo's revised not to be like the desire of Owo wanting to dwi the function of the ORBA on the Ngip Hit discussed the commission from the Prabowo Taft is revised almost finally the position if the security is defense,Netral,0.0
ruu tni utk bangsa negara mana buktinya jama orde baru emg tni membuat negara maju konteks sekarang apalagijangan tutup mata soal kembalinya orde barudan yang dulu menolak skrg mendukung hnya anda pemuja jokowi,YogaAdrianyoga6,Sun Mar 30 08:33:09 +0000 2025,"['ruu', 'tni', 'utk', 'bangsa', 'negara', 'mana', 'buktinya', 'jama', 'orde', 'baru', 'emg', 'tni', 'membuat', 'negara', 'maju', 'konteks', 'sekarang', 'apalagijangan', 'tutup', 'mata', 'soal', 'kembalinya', 'orde', 'barudan', 'yang', 'dulu', 'menolak', 'skrg', 'mendukung', 'hnya', 'anda', 'pemuja', 'jokowi']",ruu tni utk bangsa negara mana bukti jama orde baru emg tni buat negara maju konteks sekarang apalagijangan tutup mata soal kembali orde barudan yang dulu tolak skrg dukung hnya anda puja jokowi,"TNI Bill for the Nation where the proof is the New Order Jama EMG TNI makes the country developed now, especially if not close to the return of the Barudan Order who used to reject now to support your only Jokowi worshipers",Positif,0.05909090909090909
sadar si tiktok isinya edukasi ttg ruu tni mulai banyak ditakedown,ketanbulat,Sun Mar 30 08:28:50 +0000 2025,"['sadar', 'si', 'tiktok', 'isinya', 'edukasi', 'ttg', 'ruu', 'tni', 'mulai', 'banyak', 'ditakedown']",sadar si tiktok isi edukasi ttg ruu tni mulai banyak ditakedown,realized that the tiktok contained education about the TNI Bill began,Netral,0.0
yang kontra ruu tni terus please bikin aksi tandingan penasaran digiring nya,vikihardian,Sun Mar 30 08:27:59 +0000 2025,"['yang', 'kontra', 'ruu', 'tni', 'terus', 'please', 'bikin', 'aksi', 'tandingan', 'penasaran', 'digiring', 'nya']",yang kontra ruu tni terus please bikin aksi tanding penasaran giring nya,The cons of the TNI Bill continues to please make a counter -curious action.,Netral,0.0
kehasut mendukung gerakan anarkis pengrusakan berharap memahami diksi aja g loe mw demo silahkan ruu tni bermasalah emang iya anarkis big no akan backfire tujuan pergerakan sekali contoh,rendi078,Sun Mar 30 08:27:35 +0000 2025,"['kehasut', 'mendukung', 'gerakan', 'anarkis', 'pengrusakan', 'berharap', 'memahami', 'diksi', 'aja', 'g', 'loe', 'mw', 'demo', 'silahkan', 'ruu', 'tni', 'bermasalah', 'emang', 'iya', 'anarkis', 'big', 'no', 'akan', 'backfire', 'tujuan', 'pergerakan', 'sekali', 'contoh']",hasut dukung gera anarkis rusa harap paham diksi aja g loe mw demo silah ruu tni masalah emang iya anarkis big no akan backfire tuju gera sekali contoh,The castle supports the anarchist movement to destruction hopes to understand the diction.,Netral,0.0
oakwkw nah baru mahasewa jd skrg ketauan kan massa pendukung ruu tni massa bayaran,nurman307,Sun Mar 30 08:27:26 +0000 2025,"['oakwkw', 'nah', 'baru', 'mahasewa', 'jd', 'skrg', 'ketauan', 'kan', 'massa', 'pendukung', 'ruu', 'tni', 'massa', 'bayaran']",oakwkw nah baru mahasewa jd skrg tau kan massa dukung ruu tni massa bayar,"oakwkw, so it's just a Mahasewa, so now, the masses of the TNI Bill Bill will be found",Netral,0.0
ruu tni dirancang memastikan hakhak masyarakat tetap dihormati sesuai hukum,jokesjadul,Sun Mar 30 08:26:41 +0000 2025,"['ruu', 'tni', 'dirancang', 'memastikan', 'hakhak', 'masyarakat', 'tetap', 'dihormati', 'sesuai', 'hukum']",ruu tni rancang pasti hakhak masyarakat tetap hormat sesuai hukum,The TNI Bill is designed to ensure that the rights of the community remain respected according to the law,Netral,0.0
prinsip demokrasi ruu tni menjamin hak masyarakat sesuai hukum berlaku,jokesjadul,Sun Mar 30 08:26:40 +0000 2025,"['prinsip', 'demokrasi', 'ruu', 'tni', 'menjamin', 'hak', 'masyarakat', 'sesuai', 'hukum', 'berlaku']",prinsip demokrasi ruu tni jamin hak masyarakat sesuai hukum laku,The principle of democracy of the TNI Bill guarantees community rights in accordance with applicable law,Netral,0.0
prinsip demokrasi ruu tni memberikan jaminan hak masyarakat sesuai hukum berlaku,jokesjadul,Sun Mar 30 08:26:39 +0000 2025,"['prinsip', 'demokrasi', 'ruu', 'tni', 'memberikan', 'jaminan', 'hak', 'masyarakat', 'sesuai', 'hukum', 'berlaku']",prinsip demokrasi ruu tni beri jamin hak masyarakat sesuai hukum laku,The principle of the Democracy of the TNI Bill provides a guarantee of community rights in accordance with applicable law,Netral,0.0
ruu tni berprinsip demokrasi menjamin hakhak masyarakat sesuai hukum berlaku,jokesjadul,Sun Mar 30 08:26:39 +0000 2025,"['ruu', 'tni', 'berprinsip', 'demokrasi', 'menjamin', 'hakhak', 'masyarakat', 'sesuai', 'hukum', 'berlaku']",ruu tni prinsip demokrasi jamin hakhak masyarakat sesuai hukum laku,The TNI Bill has a principle of democracy to guarantee community rights in accordance with applicable law,Netral,0.0
potong kuping gue orangorang ngerti ruu tni aja ngtidak bahkan baca dulu ngtidak,loveall_plAY_,Sun Mar 30 08:25:02 +0000 2025,"['potong', 'kuping', 'gue', 'orangorang', 'ngerti', 'ruu', 'tni', 'aja', 'ngtidak', 'bahkan', 'baca', 'dulu', 'ngtidak']",potong kuping gue orangorang ngerti ruu tni aja ngtidak bahkan baca dulu ngtidak,Cut out the guys who know the bill just don't even read it before you don't read it,Netral,0.0
biar bukan pengalihan isu buntedddddddddd fak indonesia ihsg ruu tni ihsg pajak ihsg penari profesional sang presiden,toomuchtofit,Sun Mar 30 08:24:24 +0000 2025,"['biar', 'bukan', 'pengalihan', 'isu', 'buntedddddddddd', 'fak', 'indonesia', 'ihsg', 'ruu', 'tni', 'ihsg', 'pajak', 'ihsg', 'penari', 'profesional', 'sang', 'presiden']",biar bukan alih isu buntedddddddddd fak indonesia ihsg ruu tni ihsg pajak ihsg tari profesional sang presiden,so that it is not the transfer of the issue of BuntedddddddddddDDDDDDDDDDDDDDDDDDDDDDDDI,Netral,0.0
mana padaf jngn ruu tni deh filenya ghoib,gildedcodex,Sun Mar 30 08:24:00 +0000 2025,"['mana', 'padaf', 'jngn', 'ruu', 'tni', 'deh', 'filenya', 'ghoib']",mana padaf jngn ruu tni deh filenya ghoib,where on the TNI Draft Bill the file is ghoib,Netral,0.0
lmao why is people thinking gue ngtidak protes sama penerapan presiden skrg lmao im telling i know sindiran tp pls banyak orang jadi worry about their darieams harus protes nih ruu tni jangan limit kemampuan diri sendiri karena pemikiran passport lemah,eolmana___,Sun Mar 30 08:24:00 +0000 2025,"['lmao', 'why', 'is', 'people', 'thinking', 'gue', 'ngtidak', 'protes', 'sama', 'penerapan', 'presiden', 'skrg', 'lmao', 'im', 'telling', 'i', 'know', 'sindiran', 'tp', 'pls', 'banyak', 'orang', 'jadi', 'worry', 'about', 'their', 'darieams', 'harus', 'protes', 'nih', 'ruu', 'tni', 'jangan', 'limit', 'kemampuan', 'diri', 'sendiri', 'karena', 'pemikiran', 'passport', 'lemah']",lmao why is people thinking gue ngtidak protes sama terap presiden skrg lmao im telling i know sindir tp pls banyak orang jadi worry about their darieams harus protes nih ruu tni jangan limit mampu diri sendiri karena pikir passport lemah,"lmao why is people thinking I do not protest the same application of president now lmao im telling i know satire tp pls many people become worry about their darieams have to protest this TNI Bill, don't limit their own abilities because the passport thinking is weak",Positif,0.3208333333333333
narasi newsroom milik najwa shihab bagaimana konten narasi mewsroom berbagai platform terkait ruu tni,rakjelkota,Sun Mar 30 08:23:56 +0000 2025,"['narasi', 'newsroom', 'milik', 'najwa', 'shihab', 'bagaimana', 'konten', 'narasi', 'mewsroom', 'berbagai', 'platform', 'terkait', 'ruu', 'tni']",narasi newsroom milik najwa shihab bagaimana konten narasi mewsroom bagai platform kait ruu tni,Najwa Shihab's Newsroom Narrative How Narrative Content Mewsroom Various Platforms Related to the TNI Bill,Netral,0.0
dampak don dasco dpr hampir semua ruu disuruh lewat baleg bukan pembahasan karena baleg dikuasai kim biar ruu diinginkan pemerintah amp menguntungkan agenda pemerintahprabowo amp kim instan lolos kalauo lwt komisi spt ruu tni kmrn dapat perlawanan,CarolineSarah5,Sun Mar 30 08:23:55 +0000 2025,"['dampak', 'don', 'dasco', 'dpr', 'hampir', 'semua', 'ruu', 'disuruh', 'lewat', 'baleg', 'bukan', 'pembahasan', 'karena', 'baleg', 'dikuasai', 'kim', 'biar', 'ruu', 'diinginkan', 'pemerintah', 'amp', 'menguntungkan', 'agenda', 'pemerintahprabowo', 'amp', 'kim', 'instan', 'lolos', 'kalauo', 'lwt', 'komisi', 'spt', 'ruu', 'tni', 'kmrn', 'dapat', 'perlawanan']",dampak don dasco dpr hampir semua ruu suruh lewat baleg bukan bahas karena baleg asai kim biar ruu ingin perintah amp untung agenda pemerintahprabowo amp kim instan lolos kalauo lwt komisi spt ruu tni kmrn dapat lawan,"The impact of Don Dasco DPR is almost all Bill being told to go through Baleg, not discussion because Baleg is controlled by KIM so that the Bill is desired by the Government of AMP to benefit the agenda of the government of Prabowo AMP KIM instantly passed if the commission of the TNI Bill KMRN can be resistant to resistance",Netral,0.0
